external_id;canonical_name;label_en;label_ru;platforms;aliases;external_url
Q28126935;AFL Evolution;AFL Evolution;AFL Evolution;PlayStation 4;AFL Evolution;https://www.wikidata.org/wiki/Q28126935
Q122347007;AFL Evolution 2;AFL Evolution 2;;PlayStation 4;AFL Evolution 2;https://www.wikidata.org/wiki/Q122347007
Q23783492;Afro Samurai 2;Afro Samurai 2;Afro Samurai 2;PlayStation 4;Afro Samurai 2 | Afro Samurai 2: Revenge of Kuma;https://www.wikidata.org/wiki/Q23783492
Q114976779;After the Fall;After the Fall;;PlayStation 4;After the Fall;https://www.wikidata.org/wiki/Q114976779
Q115641681;After Us;After Us;After Us;PlayStation 5;After Us | AU;https://www.wikidata.org/wiki/Q115641681
Q115471341;After Wave: Downfall;After Wave: Downfall;After Wave: Downfall;PlayStation 4;After Wave: Downfall | After Wave;https://www.wikidata.org/wiki/Q115471341
Q133252193;Afterlove EP;Afterlove EP;;PlayStation 5;Afterlove EP;https://www.wikidata.org/wiki/Q133252193
Q56257658;Afterparty;Afterparty;Afterparty;PlayStation 4;Afterparty;https://www.wikidata.org/wiki/Q56257658
Q111962863;Against the Storm;Against the Storm;Against the Storm;PlayStation 5 | PlayStation 4;Against the Storm | Against Storm | AtS;https://www.wikidata.org/wiki/Q111962863
Q111966896;Agatha Christie - Hercule Poirot: The First Cases;Agatha Christie - Hercule Poirot: The First Cases;Agatha Christie - Hercule Poirot: The First Cases;PlayStation 4;Agatha Christie - Hercule Poirot: The First Cases | Agatha Christie - Hercule Poirot;https://www.wikidata.org/wiki/Q111966896
Q122386870;Agatha Christie - Hercule Poirot: The London Case;Agatha Christie - Hercule Poirot: The London Case;Agatha Christie - Hercule Poirot: The London Case;PlayStation 4;Agatha Christie - Hercule Poirot: The London Case | Agatha Christie - Hercule Poirot;https://www.wikidata.org/wiki/Q122386870
Q123404145;Agatha Christie - Murder on the Orient Express;Agatha Christie - Murder on the Orient Express;Agatha Christie - Murder on the Orient Express;PlayStation 5 | PlayStation 4;Agatha Christie - Murder on the Orient Express;https://www.wikidata.org/wiki/Q123404145
Q131454831;Agatha Christie: Death on the Nile;Agatha Christie: Death on the Nile;;PlayStation 5;Agatha Christie: Death on the Nile | Agatha Christie;https://www.wikidata.org/wiki/Q131454831
Q77437053;Agatha Knife;Agatha Knife;;PlayStation 4;Agatha Knife | AK | PAK | Psychotic's Agatha Knife;https://www.wikidata.org/wiki/Q77437053
Q114858023;Age of Mythology: Retold;Age of Mythology: Retold;Age of Mythology: Retold;PlayStation 5;Age of Mythology: Retold | AMR | AoMR | Age of Mythology;https://www.wikidata.org/wiki/Q114858023
Q120794447;Age of Water;Age of Water;;PlayStation 5;Age of Water | AoW;https://www.wikidata.org/wiki/Q120794447
Q118136551;Age of Wonders 4;Age of Wonders 4;Age of Wonders 4;PlayStation 5;Age of Wonders 4 | AoW 4 | AoW4;https://www.wikidata.org/wiki/Q118136551
Q60676089;Age of Wonders: Planetfall;Age of Wonders: Planetfall;Age of Wonders: Planetfall;PlayStation 4;Age of Wonders: Planetfall | Age of Wonders Planet Fall | AoW Planet Fall | AoW Planetfall | Age of Wonders;https://www.wikidata.org/wiki/Q60676089
Q28456468;Agent A: A Puzzle in Disguise;Agent A: A Puzzle in Disguise;Agent A;PlayStation 4;Agent A: A Puzzle in Disguise | Agent A;https://www.wikidata.org/wiki/Q28456468
Q110159749;Agent Intercept;Agent Intercept;;PlayStation 5;Agent Intercept;https://www.wikidata.org/wiki/Q110159749
Q24806987;Agents of Mayhem;Agents of Mayhem;Agents of Mayhem;PlayStation 4;Agents of Mayhem;https://www.wikidata.org/wiki/Q24806987
Q114944941;Ages of Mages: The last keeper;Ages of Mages: The last keeper;;PlayStation 4;Ages of Mages: The last keeper | Age of Mages: The last keeper | Ages of Mages;https://www.wikidata.org/wiki/Q114944941
Q135060092;Agni: Village of Calamity;Agni: Village of Calamity;;PlayStation 5;Agni: Village of Calamity | Agni;https://www.wikidata.org/wiki/Q135060092
Q28230734;Agony;Agony;Agony;PlayStation 4;Agony;https://www.wikidata.org/wiki/Q28230734
Q122765853;Ai Kiss 3 sexy;Ai Kiss 3 sexy;Ai Kiss 3 sexy;PlayStation 4;Ai Kiss 3 sexy | Ai Kiss 3 cute;https://www.wikidata.org/wiki/Q122765853
Q124334991;AI Limit;AI Limit;AI Limit;PlayStation 5;AI Limit;https://www.wikidata.org/wiki/Q124334991
Q55602944;AI: The Somnium Files;AI: The Somnium Files;;PlayStation 4;AI: The Somnium Files | AI Somnium Files;https://www.wikidata.org/wiki/Q55602944
Q107423158;AI: The Somnium Files - nirvanA Initiative;AI: The Somnium Files - nirvanA Initiative;AI: The Somnium Files - nirvanA Initiative;PlayStation 4;AI: The Somnium Files - nirvanA Initiative;https://www.wikidata.org/wiki/Q107423158
Q106234997;AIKISS;AIKISS;AIKISS;PlayStation 4;AIKISS | Ai Kiss;https://www.wikidata.org/wiki/Q106234997
Q106234975;AIKISS 2;AIKISS 2;AIKISS 2;PlayStation 4;AIKISS 2 | Ai Kiss 2;https://www.wikidata.org/wiki/Q106234975
Q126162682;Aikyam;Aikyam;;PlayStation 5;Aikyam;https://www.wikidata.org/wiki/Q126162682
Q97097022;Air Conflicts;Air Conflicts;Air Conflicts;PlayStation 4;Air Conflicts;https://www.wikidata.org/wiki/Q97097022
Q4697825;Air Conflicts: Pacific Carriers;Air Conflicts: Pacific Carriers;;PlayStation 4;Air Conflicts: Pacific Carriers | Pacific Carriers | Air Conflicts;https://www.wikidata.org/wiki/Q4697825
Q127417321;Air Hockey;Air Hockey;;PlayStation 4;Air Hockey;https://www.wikidata.org/wiki/Q127417321
Q23385988;Air Missions: HIND;Air Missions: HIND;;PlayStation 4;Air Missions: HIND | Air Missions;https://www.wikidata.org/wiki/Q23385988
Q112230660;Air Twister;Air Twister;;PlayStation 5 | PlayStation 4;Air Twister;https://www.wikidata.org/wiki/Q112230660
Q66914544;Airborne Kingdom;Airborne Kingdom;Airborne Kingdom;PlayStation 4;Airborne Kingdom;https://www.wikidata.org/wiki/Q66914544
Q122353876;Aircraft Evolution;Aircraft Evolution;;PlayStation 4;Aircraft Evolution;https://www.wikidata.org/wiki/Q122353876
Q124357494;Airhead;Airhead;;PlayStation 5 | PlayStation 4;Airhead;https://www.wikidata.org/wiki/Q124357494
Q4697670;AirMech;AirMech;AirMech;PlayStation 4;AirMech | AirMech Strike;https://www.wikidata.org/wiki/Q4697670
Q4698953;Airport Simulator 2019;Airport Simulator 2019;Airport Simulator;PlayStation 4;Airport Simulator 2019 | Airport Simulator | Flughafen Simulator 2019;https://www.wikidata.org/wiki/Q4698953
Q1107526;Aiyoku no Eustia;Aiyoku no Eustia;Aiyoku no Eustia;PlayStation 4;Aiyoku no Eustia | Eustia of the Tarnished Wings: Angel's Blessing | Aiyoku no Eustia: Angel's Blessing;https://www.wikidata.org/wiki/Q1107526
Q122662152;AK-xolotl;AK-xolotl;;PlayStation 4;AK-xolotl;https://www.wikidata.org/wiki/Q122662152
Q137330193;Akai Katana Shin;Akai Katana Shin;;PlayStation 4;Akai Katana Shin;https://www.wikidata.org/wiki/Q137330193
Q122376662;Akash: Path of the Five;Akash: Path of the Five;;PlayStation 4;Akash: Path of the Five | Akash;https://www.wikidata.org/wiki/Q122376662
Q136091847;Akiba Lost;Akiba Lost;;PlayStation 5;Akiba Lost;https://www.wikidata.org/wiki/Q136091847
Q27915103;Akiba's Beat;Akiba's Beat;Akiba's Beat;PlayStation 4;Akiba's Beat;https://www.wikidata.org/wiki/Q27915103
Q124570320;Akiba's Trip: Hellbound & Debriefed;Akiba's Trip: Hellbound & Debriefed;;PlayStation 4;Akiba's Trip: Hellbound & Debriefed | Akiba's Trip;https://www.wikidata.org/wiki/Q124570320
Q15147454;Akiba's Trip: Undead & Undressed;Akiba's Trip: Undead & Undressed;Akiba's Trip: Undead & Undressed;PlayStation 4;Akiba's Trip: Undead & Undressed | Akiba's Trip 2 | Akiba's Trip;https://www.wikidata.org/wiki/Q15147454
Q125849040;Akimbot;Akimbot;;PlayStation 5;Akimbot;https://www.wikidata.org/wiki/Q125849040
Q122365338;Akinofa;Akinofa;;PlayStation 5;Akinofa;https://www.wikidata.org/wiki/Q122365338
Q126034877;Akita Oga Mystery Annai: Kogoeru Ginreika;Akita Oga Mystery Annai: Kogoeru Ginreika;Akita Oga Mystery Annai: Kogoeru Ginreika;PlayStation 4;Akita Oga Mystery Annai: Kogoeru Ginreika | Akita Oga Mystery Annai;https://www.wikidata.org/wiki/Q126034877
Q117808693;Akka Arrh;Akka Arrh;;PlayStation 5 | PlayStation 4;Akka Arrh;https://www.wikidata.org/wiki/Q117808693
Q126410039;Alan Wake II: Night Springs;Alan Wake II: Night Springs;Alan Wake II: Night Springs;PlayStation 5;Alan Wake II: Night Springs | Alan Wake 2: Night Springs | Night Springs | Alan Wake II;https://www.wikidata.org/wiki/Q126410039
Q126414466;Alan Wake II: The Lake House;Alan Wake II: The Lake House;Alan Wake II: The Lake House;PlayStation 5;Alan Wake II: The Lake House | The Lake House | LK | Alan Wake 2 The Lake House | Lake House | TLH | Alan Wake II;https://www.wikidata.org/wiki/Q126414466
Q104529092;Alba: A Wildlife Adventure;Alba: A Wildlife Adventure;Alba: A Wildlife Adventure;PlayStation 5 | PlayStation 4;Alba: A Wildlife Adventure | Alba;https://www.wikidata.org/wiki/Q104529092
Q111602970;Albacete Warrior;Albacete Warrior;;PlayStation 4;Albacete Warrior;https://www.wikidata.org/wiki/Q111602970
Q55539240;Albedo: Eyes from Outer Space;Albedo: Eyes from Outer Space;;PlayStation 4;Albedo: Eyes from Outer Space | Albedo;https://www.wikidata.org/wiki/Q55539240
Q21039863;Albert & Otto;Albert & Otto;Albert & Otto;PlayStation 4;Albert & Otto;https://www.wikidata.org/wiki/Q21039863
Q106906417;Alchemic Cutie;Alchemic Cutie;;PlayStation 4;Alchemic Cutie;https://www.wikidata.org/wiki/Q106906417
Q107424150;Alchemic Jousts;Alchemic Jousts;;PlayStation 4;Alchemic Jousts;https://www.wikidata.org/wiki/Q107424150
Q114944584;Alchemist Adventure;Alchemist Adventure;;PlayStation 4;Alchemist Adventure;https://www.wikidata.org/wiki/Q114944584
Q109682958;Alchemist Simulator;Alchemist Simulator;;PlayStation 4;Alchemist Simulator;https://www.wikidata.org/wiki/Q109682958
Q124062874;Alchemist's Castle;Alchemist's Castle;;PlayStation 4;Alchemist's Castle;https://www.wikidata.org/wiki/Q124062874
Q122821641;Alchemy Garden;Alchemy Garden;;PlayStation 4;Alchemy Garden;https://www.wikidata.org/wiki/Q122821641
Q88469507;Alder's Blood;Alder's Blood;;PlayStation 4;Alder's Blood | Alder's Blood: Definitive Edition;https://www.wikidata.org/wiki/Q88469507
Q20712111;Alekhine's Gun;Alekhine's Gun;Смерть шпионам 2;PlayStation 4;Alekhine's Gun | Смерть шпионам 2 | death to spies | Death to Spies 3 | Ghost of Moscow: Death to Spies;https://www.wikidata.org/wiki/Q20712111
Q99467153;Aleste Collection;Aleste Collection;;PlayStation 4;Aleste Collection;https://www.wikidata.org/wiki/Q99467153
Q96743139;Alex Kidd in Miracle World DX;Alex Kidd in Miracle World DX;;PlayStation 5 | PlayStation 4;Alex Kidd in Miracle World DX;https://www.wikidata.org/wiki/Q96743139
Q107160862;Alfred Hitchcock – Vertigo;Alfred Hitchcock – Vertigo;Alfred Hitchcock – Vertigo;PlayStation 5 | PlayStation 4;Alfred Hitchcock – Vertigo | Vertigo | Alfred Hitchcock;https://www.wikidata.org/wiki/Q107160862
Q109621575;Alia's Carnival!;Alia's Carnival!;Alia's Carnival!;PlayStation 4;Alia's Carnival!;https://www.wikidata.org/wiki/Q109621575
Q21486028;Alia's Carnival!;Alia's Carnival!;;PlayStation 4;Alia's Carnival!;https://www.wikidata.org/wiki/Q21486028
Q109621442;Alia's Carnival! Flowering Sky;Alia's Carnival! Flowering Sky;;PlayStation 4;Alia's Carnival! Flowering Sky;https://www.wikidata.org/wiki/Q109621442
Q114945735;Alice Sisters;Alice Sisters;;PlayStation 4;Alice Sisters;https://www.wikidata.org/wiki/Q114945735
Q122384423;Alien Destroyer;Alien Destroyer;;PlayStation 4;Alien Destroyer;https://www.wikidata.org/wiki/Q122384423
Q15613717;Alien: Isolation;Alien: Isolation;;PlayStation 4;Alien: Isolation | Alien;https://www.wikidata.org/wiki/Q15613717
Q125156681;Alien: Isolation - Crew Expendable;Alien: Isolation - Crew Expendable;;PlayStation 4;Alien: Isolation - Crew Expendable | Alien;https://www.wikidata.org/wiki/Q125156681
Q135483608;Alien: Isolation - The Collection;Alien: Isolation - The Collection;;PlayStation 4;Alien: Isolation - The Collection | Alien;https://www.wikidata.org/wiki/Q135483608
Q125627143;Alien: Rogue Incursion;Alien: Rogue Incursion;;PlayStation 5;Alien: Rogue Incursion | A:RI | ARI | Alien;https://www.wikidata.org/wiki/Q125627143
Q24192183;Alienation;Alienation;Alienation;PlayStation 4;Alienation | Отчуждение (игра);https://www.wikidata.org/wiki/Q24192183
Q127500803;Aliens vs. Pinball;Aliens vs. Pinball;;PlayStation 4;Aliens vs. Pinball | Pinball FX2: Aliens vs. Pinball | Zen Pinball 2: Aliens vs. Pinball;https://www.wikidata.org/wiki/Q127500803
Q110990756;Alina of the Arena;Alina of the Arena;Alina of the Arena;PlayStation 5 | PlayStation 4;Alina of the Arena | Alina of Arena | AoA | AotA;https://www.wikidata.org/wiki/Q110990756
Q109286667;Alisa;Alisa;;PlayStation 5 | PlayStation 4;Alisa;https://www.wikidata.org/wiki/Q109286667
Q124050121;Alive Paint;Alive Paint;;PlayStation 4;Alive Paint;https://www.wikidata.org/wiki/Q124050121
Q126912615;Alkahest;Alkahest;;PlayStation 5;Alkahest;https://www.wikidata.org/wiki/Q126912615
Q126096054;All in Abyss: Judge the Fake;All in Abyss: Judge the Fake;All in Abyss: Judge the Fake;PlayStation 5;All in Abyss: Judge the Fake | All in Abyss: Ikasama Sabaki | All in Abyss;https://www.wikidata.org/wiki/Q126096054
Q125708689;All You Need is Help;All You Need is Help;;PlayStation 5;All You Need is Help;https://www.wikidata.org/wiki/Q125708689
Q138798330;All's Well That Ends Well;All's Well That Ends Well;;PlayStation 5;All's Well That Ends Well;https://www.wikidata.org/wiki/Q138798330
Q55848214;All-Star Fruit Racing;All-Star Fruit Racing;;PlayStation 4;All-Star Fruit Racing;https://www.wikidata.org/wiki/Q55848214
Q86725180;Allumette;Allumette;;PlayStation 4;Allumette;https://www.wikidata.org/wiki/Q86725180
Q113882575;Almost My Floor;Almost My Floor;;PlayStation 5 | PlayStation 4;Almost My Floor;https://www.wikidata.org/wiki/Q113882575
Q111569446;Almost There: The Platformer;Almost There: The Platformer;Almost There: The Platformer;PlayStation 4;Almost There: The Platformer | Almost There;https://www.wikidata.org/wiki/Q111569446
Q64826868;Alone With You;Alone With You;;PlayStation 4;Alone With You;https://www.wikidata.org/wiki/Q64826868
Q122376236;Along Together;Along Together;;PlayStation 4;Along Together;https://www.wikidata.org/wiki/Q122376236
Q106995952;Alphadia Genesis;Alphadia Genesis;;PlayStation 5;Alphadia Genesis;https://www.wikidata.org/wiki/Q106995952
Q108935403;Alphadia Genesis 2;Alphadia Genesis 2;;PlayStation 5;Alphadia Genesis 2 | Alphadia Genesis II | Alphadia Genesis Two | Alphadia Genesis2;https://www.wikidata.org/wiki/Q108935403
Q123404051;Alphadia I & II;Alphadia I & II;;PlayStation 4;Alphadia I & II;https://www.wikidata.org/wiki/Q123404051
Q117451219;Alphadia Neo;Alphadia Neo;;PlayStation 5 | PlayStation 4;Alphadia Neo | RPG Alphadia Neo;https://www.wikidata.org/wiki/Q117451219
Q127502218;Alphaset by POWGI;Alphaset by POWGI;;PlayStation 4;Alphaset by POWGI;https://www.wikidata.org/wiki/Q127502218
Q122370874;Alpine - The Simulation Game;Alpine - The Simulation Game;;PlayStation 4;Alpine - The Simulation Game | The Simulation Game;https://www.wikidata.org/wiki/Q122370874
Q109422189;Altdeus: Beyond Chronos;Altdeus: Beyond Chronos;Altdeus: Beyond Chronos;PlayStation 4;Altdeus: Beyond Chronos | Altdeus;https://www.wikidata.org/wiki/Q109422189
Q106382484;Alteric;Alteric;;PlayStation 4;Alteric;https://www.wikidata.org/wiki/Q106382484
Q122367878;Alterity Experience;Alterity Experience;;PlayStation 4;Alterity Experience;https://www.wikidata.org/wiki/Q122367878
Q60419059;Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz;Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz;Daedalus: The Awakening of Golden Jazz;PlayStation 4;Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz | Daedalus: The Awakening of Golden Jazz | Alternate Jake Hunter;https://www.wikidata.org/wiki/Q60419059
Q122751209;Altheia: The Wrath of Aferi;Altheia: The Wrath of Aferi;;PlayStation 5 | PlayStation 4;Altheia: The Wrath of Aferi | Altheia;https://www.wikidata.org/wiki/Q122751209
Q122307035;Alveole;Alveole;;PlayStation 5;Alveole;https://www.wikidata.org/wiki/Q122307035
Q127502586;Alvo;Alvo;;PlayStation 5 | PlayStation 4;Alvo | Alvo VR;https://www.wikidata.org/wiki/Q127502586
Q109286741;Alwa's Legacy;Alwa's Legacy;;PlayStation 4;Alwa's Legacy;https://www.wikidata.org/wiki/Q109286741
Q48765414;Amaekata wa Kanojo Nari ni;Amaekata wa Kanojo Nari ni;Amaekata wa Kanojo Nari ni;PlayStation 4;Amaekata wa Kanojo Nari ni | Amanari | A synopsis of girls who don't flatter me;https://www.wikidata.org/wiki/Q48765414
Q111914226;Amanda the Adventurer;Amanda the Adventurer;Amanda the Adventurer;PlayStation 5 | PlayStation 4;Amanda the Adventurer;https://www.wikidata.org/wiki/Q111914226
Q130475200;Amanda the Adventurer 2;Amanda the Adventurer 2;;PlayStation 5 | PlayStation 4;Amanda the Adventurer 2;https://www.wikidata.org/wiki/Q130475200
Q134112684;Amanda the Adventurer 3;Amanda the Adventurer 3;;PlayStation 5 | PlayStation 4;Amanda the Adventurer 3;https://www.wikidata.org/wiki/Q134112684
Q127709769;Amatsu Sora ni Saku;Amatsu Sora ni Saku;;PlayStation 4;Amatsu Sora ni Saku;https://www.wikidata.org/wiki/Q127709769
Q109438702;Amazing Breaker;Amazing Breaker;;PlayStation 4;Amazing Breaker | Amazing Breaker HD;https://www.wikidata.org/wiki/Q109438702
Q107424151;Amazing Discoveries in Outer Space;Amazing Discoveries in Outer Space;;PlayStation 4;Amazing Discoveries in Outer Space;https://www.wikidata.org/wiki/Q107424151
Q60987217;Amazing Grace -What color is your attribute?-;Amazing Grace -What color is your attribute?-;Amazing Grace -What color is your attribute?-;PlayStation 4;Amazing Grace -What color is your attribute?-;https://www.wikidata.org/wiki/Q60987217
Q112943474;Amazing Superhero Squad;Amazing Superhero Squad;;PlayStation 5;Amazing Superhero Squad;https://www.wikidata.org/wiki/Q112943474
Q22949502;Amazon Lumberyard;Amazon Lumberyard;Amazon Lumberyard;PlayStation 4;Amazon Lumberyard | Lumberyard;https://www.wikidata.org/wiki/Q22949502
Q110812241;Ambition Record;Ambition Record;;PlayStation 5 | PlayStation 4;Ambition Record;https://www.wikidata.org/wiki/Q110812241
Q124713435;Ambulance Life: A Paramedic Simulator;Ambulance Life: A Paramedic Simulator;;PlayStation 5;Ambulance Life: A Paramedic Simulator | Ambulance Life;https://www.wikidata.org/wiki/Q124713435
Q123907128;Amedama;Amedama;Amedama;PlayStation 5;Amedama;https://www.wikidata.org/wiki/Q123907128
Q467507;America's Army;America's Army;America’s Army;PlayStation 4;America's Army | America's Army: Special Forces (компьютерная игра) | America's Army: True Soldier;https://www.wikidata.org/wiki/Q467507
Q86828050;America's Army: Proving Grounds;America's Army: Proving Grounds;America's Army: Proving Grounds;PlayStation 4;America's Army: Proving Grounds | America's Army;https://www.wikidata.org/wiki/Q86828050
Q115476105;American Arcadia;American Arcadia;American Arcadia;PlayStation 5 | PlayStation 4;American Arcadia | AA;https://www.wikidata.org/wiki/Q115476105
Q65040608;American Fugitive;American Fugitive;American Fugitive;PlayStation 4;American Fugitive;https://www.wikidata.org/wiki/Q65040608
Q109714088;American Hero;American Hero;;PlayStation 4;American Hero;https://www.wikidata.org/wiki/Q109714088
Q96417644;American Ninja Warrior: Challenge;American Ninja Warrior: Challenge;American Ninja Warrior: Challenge;PlayStation 4;American Ninja Warrior: Challenge | American Ninja Warrior;https://www.wikidata.org/wiki/Q96417644
Q124784868;Amerzone: The Explorer's Legacy;Amerzone: The Explorer's Legacy;;PlayStation 5;Amerzone: The Explorer's Legacy | AEL | Amerzone | Amerzone Explorer's Legacy | ATEL;https://www.wikidata.org/wiki/Q124784868
